MSA Code,State FIP,County FIP,Census Tract,SCCT,MFI,MHI,LMI%,Census Tract Income Indicator,Total persons,Total families,Total households,HMM%,Census Tract Minority Indicator,MSA Name,County
17140,39,17,13100,39017013100,83600,66133,51.01,Moderate,2182,502,764,60.08,Majority Minority,"Cincinnati, OH-KY-IN",Butler County
17140,39,17,13200,39017013200,83600,66133,50.77,Moderate,3389,706,1315,32.72,Non-Minority,"Cincinnati, OH-KY-IN",Butler County
17140,39,17,13300,39017013300,83600,66133,109.39,Middle,2335,648,960,16.23,Non-Minority,"Cincinnati, OH-KY-IN",Butler County
17140,39,17,13400,39017013400,83600,66133,74.97,Moderate,2237,497,950,27.94,Non-Minority,"Cincinnati, OH-KY-IN",Butler County
17140,39,17,13500,39017013500,83600,66133,56.75,Moderate,2980,758,1120,27.21,Non-Minority,"Cincinnati, OH-KY-IN",Butler County
17140,39,17,13600,39017013600,83600,66133,36.53,Low,5239,1085,1933,38.02,Non-Minority,"Cincinnati, OH-KY-IN",Butler County
17140,39,17,13900,39017013900,83600,66133,43.86,Low,2805,624,1081,13.62,Non-Minority,"Cincinnati, OH-KY-IN",Butler County
17140,39,17,14000,39017014000,83600,66133,32.85,Low,2687,673,1036,47.9,Non-Minority,"Cincinnati, OH-KY-IN",Butler County
17140,39,17,14100,39017014100,83600,66133,55.14,Moderate,2333,575,796,27.99,Non-Minority,"Cincinnati, OH-KY-IN",Butler County
17140,39,17,14300,39017014300,83600,66133,102.1,Middle,4736,1498,1938,4.86,Non-Minority,"Cincinnati, OH-KY-IN",Butler County
17140,39,17,14400,39017014400,83600,66133,26.54,Low,1809,306,1019,33.94,Non-Minority,"Cincinnati, OH-KY-IN",Butler County
17140,39,17,14600,39017014600,83600,66133,63.51,Moderate,1178,180,484,30.14,Non-Minority,"Cincinnati, OH-KY-IN",Butler County
17140,39,17,14700,39017014700,83600,66133,54.8,Moderate,4059,884,1520,18.58,Non-Minority,"Cincinnati, OH-KY-IN",Butler County
17140,39,17,14800,39017014800,83600,66133,73.64,Moderate,6963,1940,2773,13.43,Non-Minority,"Cincinnati, OH-KY-IN",Butler County
17140,39,17,14900,39017014900,83600,66133,119.41,Middle,5265,1350,1859,9.38,Non-Minority,"Cincinnati, OH-KY-IN",Butler County
17140,39,17,15000,39017015000,83600,66133,98.82,Middle,7616,2185,2708,5.99,Non-Minority,"Cincinnati, OH-KY-IN",Butler County
17140,39,17,15100,39017015100,83600,66133,102.6,Middle,7389,1887,2413,12.59,Non-Minority,"Cincinnati, OH-KY-IN",Butler County
15940,39,19,720100,39019720100,70028,54854,112.54,Middle,3261,682,1049,4.23,Non-Minority,"Canton-Massillon, OH",Carroll County
15940,39,19,720200,39019720200,70028,54854,91.44,Middle,3361,942,1344,6.81,Non-Minority,"Canton-Massillon, OH",Carroll County
15940,39,19,720300,39019720300,70028,54854,98.1,Middle,4910,1385,2458,7.15,Non-Minority,"Canton-Massillon, OH",Carroll County
15940,39,19,720400,39019720400,70028,54854,83.58,Middle,4042,1152,1799,5.22,Non-Minority,"Canton-Massillon, OH",Carroll County
15940,39,19,720500,39019720500,70028,54854,89.92,Middle,5087,1468,2101,5.41,Non-Minority,"Canton-Massillon, OH",Carroll County
15940,39,19,720600,39019720600,70028,54854,91.43,Middle,3150,894,1187,4.73,Non-Minority,"Canton-Massillon, OH",Carroll County
15940,39,19,720700,39019720700,70028,54854,101.96,Middle,2910,921,1348,5.64,Non-Minority,"Canton-Massillon, OH",Carroll County
99999,39,21,10100,39021010100,66160,53554,117.65,Middle,1872,580,685,8.07,Non-Minority,Non-MSA,Champaign County
99999,39,21,10200,39021010200,66160,53554,121.42,Upper,6668,2016,2860,7.39,Non-Minority,Non-MSA,Champaign County
99999,39,21,10400,39021010400,66160,53554,94.46,Middle,3893,916,1627,12.05,Non-Minority,Non-MSA,Champaign County
99999,39,21,10500,39021010500,66160,53554,90.68,Middle,3996,890,1674,11.81,Non-Minority,Non-MSA,Champaign County
99999,39,21,10600,39021010600,66160,53554,104.54,Middle,3714,884,1454,16.32,Non-Minority,Non-MSA,Champaign County
99999,39,21,11001,39021011001,66160,53554,107.57,Middle,2683,828,1039,5.78,Non-Minority,Non-MSA,Champaign County
99999,39,21,11501,39021011501,66160,53554,116.65,Middle,4350,1341,1654,5.13,Non-Minority,Non-MSA,Champaign County
99999,39,21,11504,39021011504,66160,53554,110.46,Middle,5117,1669,2097,8.72,Non-Minority,Non-MSA,Champaign County
99999,39,21,11505,39021011505,66160,53554,101.25,Middle,3262,832,1261,6.77,Non-Minority,Non-MSA,Champaign County
99999,39,21,11506,39021011506,66160,53554,108.63,Middle,3159,785,1056,5.19,Non-Minority,Non-MSA,Champaign County
44220,39,23,200,39023000200,63361,51504,47.84,Low,1489,410,543,65.48,Majority Minority,"Springfield, OH",Clark County
44220,39,23,300,39023000300,63361,51504,42.15,Low,1317,368,766,37.28,Non-Minority,"Springfield, OH",Clark County
44220,39,23,400,39023000400,63361,51504,86.24,Middle,2194,486,926,29.85,Non-Minority,"Springfield, OH",Clark County
44220,39,23,500,39023000500,63361,51504,54.07,Moderate,1690,365,599,20.53,Non-Minority,"Springfield, OH",Clark County
44220,39,23,600,39023000600,63361,51504,73.86,Moderate,2685,599,1126,36.87,Non-Minority,"Springfield, OH",Clark County
44220,39,23,700,39023000700,63361,51504,87.55,Middle,1897,259,599,34.42,Non-Minority,"Springfield, OH",Clark County
44220,39,23,901,39023000901,63361,51504,43.19,Low,2179,461,874,37.45,Non-Minority,"Springfield, OH",Clark County
44220,39,23,902,39023000902,63361,51504,43.58,Low,1171,246,431,71.39,Majority Minority,"Springfield, OH",Clark County
44220,39,23,1000,39023001000,63361,51504,66.91,Moderate,1541,407,625,37.96,Non-Minority,"Springfield, OH",Clark County
44220,39,23,1101,39023001101,63361,51504,69.11,Moderate,1335,271,547,69.36,Majority Minority,"Springfield, OH",Clark County
44220,39,23,1102,39023001102,63361,51504,91.24,Middle,2833,724,1264,69.15,Majority Minority,"Springfield, OH",Clark County
44220,39,23,1200,39023001200,63361,51504,40.94,Low,4199,896,1568,53.73,Majority Minority,"Springfield, OH",Clark County
44220,39,23,1300,39023001300,63361,51504,64.79,Moderate,4029,976,1493,21.44,Non-Minority,"Springfield, OH",Clark County
44220,39,23,1400,39023001400,63361,51504,73.96,Moderate,3721,977,1712,27.3,Non-Minority,"Springfield, OH",Clark County
44220,39,23,1500,39023001500,63361,51504,66.89,Moderate,4433,1098,1689,18.29,Non-Minority,"Springfield, OH",Clark County
44220,39,23,1600,39023001600,63361,51504,105.08,Middle,3813,1061,1365,11.93,Non-Minority,"Springfield, OH",Clark County
44220,39,23,1700,39023001700,63361,51504,67.6,Moderate,2453,751,990,24.66,Non-Minority,"Springfield, OH",Clark County
44220,39,23,1900,39023001900,63361,51504,83.06,Middle,3018,682,1142,15.21,Non-Minority,"Springfield, OH",Clark County
44220,39,23,2000,39023002000,63361,51504,137.95,Upper,2231,601,778,8.34,Non-Minority,"Springfield, OH",Clark County
44220,39,23,2100,39023002100,63361,51504,85.15,Middle,1655,457,661,17.95,Non-Minority,"Springfield, OH",Clark County
44220,39,23,2200,39023002200,63361,51504,149.37,Upper,4362,1280,1627,10.45,Non-Minority,"Springfield, OH",Clark County
44220,39,23,2301,39023002301,63361,51504,141.13,Upper,3143,893,1237,6.4,Non-Minority,"Springfield, OH",Clark County
44220,39,23,2403,39023002403,63361,51504,102.68,Middle,4064,898,1611,15.97,Non-Minority,"Springfield, OH",Clark County
44220,39,23,2404,39023002404,63361,51504,91.99,Middle,3328,778,1602,22.42,Non-Minority,"Springfield, OH",Clark County
44220,39,23,2501,39023002501,63361,51504,111.82,Middle,2292,469,1235,12.39,Non-Minority,"Springfield, OH",Clark County
44220,39,23,2502,39023002502,63361,51504,83.51,Middle,3180,953,1430,8.93,Non-Minority,"Springfield, OH",Clark County
44220,39,23,2601,39023002601,63361,51504,147.27,Upper,3799,1270,1568,6.03,Non-Minority,"Springfield, OH",Clark County
44220,39,23,2602,39023002602,63361,51504,157.52,Upper,4169,1088,1433,7.36,Non-Minority,"Springfield, OH",Clark County
44220,39,23,2605,39023002605,63361,51504,175.15,Upper,3930,1211,1524,9.57,Non-Minority,"Springfield, OH",Clark County
44220,39,23,2607,39023002607,63361,51504,108.89,Middle,3567,1005,1544,8.47,Non-Minority,"Springfield, OH",Clark County
44220,39,23,2608,39023002608,63361,51504,106.47,Middle,4164,1059,1828,7.9,Non-Minority,"Springfield, OH",Clark County
44220,39,23,2701,39023002701,63361,51504,63.78,Moderate,3096,800,1202,19.06,Non-Minority,"Springfield, OH",Clark County
44220,39,23,2702,39023002702,63361,51504,108.58,Middle,2522,603,968,14.16,Non-Minority,"Springfield, OH",Clark County
44220,39,23,2800,39023002800,63361,51504,128.96,Upper,4591,1264,1709,8.19,Non-Minority,"Springfield, OH",Clark County
44220,39,23,2901,39023002901,63361,51504,80.43,Middle,3629,1081,1396,14.69,Non-Minority,"Springfield, OH",Clark County
44220,39,23,2902,39023002902,63361,51504,91.01,Middle,4410,1329,1869,14.31,Non-Minority,"Springfield, OH",Clark County
44220,39,23,3001,39023003001,63361,51504,143.02,Upper,3092,918,1337,9.93,Non-Minority,"Springfield, OH",Clark County
44220,39,23,3002,39023003002,63361,51504,123.03,Upper,3669,898,1537,7.2,Non-Minority,"Springfield, OH",Clark County
44220,39,23,3101,39023003101,63361,51504,116.15,Middle,2446,705,1132,8.91,Non-Minority,"Springfield, OH",Clark County
44220,39,23,3102,39023003102,63361,51504,139.67,Upper,1742,488,689,8.27,Non-Minority,"Springfield, OH",Clark County
44220,39,23,3200,39023003200,63361,51504,148.24,Upper,2711,710,1045,9.18,Non-Minority,"Springfield, OH",Clark County
44220,39,23,3301,39023003301,63361,51504,120.34,Upper,3652,1036,1382,7.64,Non-Minority,"Springfield, OH",Clark County
44220,39,23,3302,39023003302,63361,51504,112.45,Middle,2532,666,1210,6.28,Non-Minority,"Springfield, OH",Clark County
44220,39,23,3400,39023003400,63361,51504,72.26,Moderate,3213,609,1111,23.5,Non-Minority,"Springfield, OH",Clark County
44220,39,23,3700,39023003700,63361,51504,103.04,Middle,4815,1248,1938,20.77,Non-Minority,"Springfield, OH",Clark County
17140,39,25,40101,39025040101,83600,66133,86.47,Middle,5071,1526,1849,6.45,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,40102,39025040102,83600,66133,86.31,Middle,2655,784,1085,8.14,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,40202,39025040202,83600,66133,96.44,Middle,2215,582,867,7.99,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,40203,39025040203,83600,66133,93.17,Middle,6230,1749,2160,8.19,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,40205,39025040205,83600,66133,49.21,Low,3192,791,1177,10.37,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,40206,39025040206,83600,66133,81.84,Middle,4463,1060,1500,10.31,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,40301,39025040301,83600,66133,202.33,Upper,3979,1191,1326,8.9,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,40302,39025040302,83600,66133,163.16,Upper,3900,985,1456,9.33,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,40303,39025040303,83600,66133,173.9,Upper,7628,2126,2618,10.3,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,40401,39025040401,83600,66133,124.43,Upper,3349,1155,1577,9.82,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,40403,39025040403,83600,66133,83.19,Middle,2786,733,1075,15.9,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,40404,39025040404,83600,66133,141.24,Upper,3974,1060,1522,8.71,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,40405,39025040405,83600,66133,163.52,Upper,3101,897,1263,11.19,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,40500,39025040500,83600,66133,92.79,Middle,5082,1270,2604,9.41,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,40600,39025040600,83600,66133,146.03,Upper,7439,2022,2517,8.79,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,40702,39025040702,83600,66133,115.45,Middle,4351,1314,1620,10.34,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,40703,39025040703,83600,66133,127.84,Upper,3479,848,1266,8.77,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,40704,39025040704,83600,66133,98.38,Middle,3949,853,1445,14.69,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,40800,39025040800,83600,66133,68.88,Moderate,5663,1815,2493,6.43,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,40900,39025040900,83600,66133,79.36,Moderate,5682,1603,2333,7.34,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41001,39025041001,83600,66133,113.92,Middle,5873,1163,1622,9.35,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41002,39025041002,83600,66133,176.95,Upper,3092,789,1134,9.18,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41101,39025041101,83600,66133,95.95,Middle,3411,853,1187,11.02,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41102,39025041102,83600,66133,66.53,Moderate,5352,1351,1903,15.88,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41104,39025041104,83600,66133,96.63,Middle,3822,956,1230,10.65,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41105,39025041105,83600,66133,79.88,Moderate,6110,917,2172,11.19,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41201,39025041201,83600,66133,82.39,Middle,4125,1040,1755,11.81,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41202,39025041202,83600,66133,103.93,Middle,5024,1405,1967,9.2,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41303,39025041303,83600,66133,105.15,Middle,5036,1289,1668,11.02,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41304,39025041304,83600,66133,0,Unknown,23,0,0,8.7,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41305,39025041305,83600,66133,120.69,Upper,5269,1396,2140,12.45,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41306,39025041306,83600,66133,95.82,Middle,5438,1140,2597,18.39,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41307,39025041307,83600,66133,109.04,Middle,4904,1293,1797,10.2,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41403,39025041403,83600,66133,71.13,Moderate,4378,1068,1674,12.08,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41404,39025041404,83600,66133,81.08,Middle,4834,1130,2111,15.72,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41405,39025041405,83600,66133,72.63,Moderate,5384,1226,2093,11.31,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41406,39025041406,83600,66133,154.32,Upper,5230,1544,1770,7.88,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41503,39025041503,83600,66133,97.13,Middle,4730,1235,1640,11.4,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41504,39025041504,83600,66133,112.75,Middle,3967,1102,1472,7.79,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41505,39025041505,83600,66133,131.2,Upper,3600,1021,1543,7.92,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41506,39025041506,83600,66133,132.16,Upper,2799,825,1210,7.75,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41600,39025041600,83600,66133,82.57,Middle,5533,1428,1900,10.1,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41701,39025041701,83600,66133,82.01,Middle,4308,1043,1555,9.8,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41702,39025041702,83600,66133,138.06,Upper,3223,1162,1467,5.49,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41800,39025041800,83600,66133,68.42,Moderate,3637,1016,1599,8.22,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,41900,39025041900,83600,66133,104.96,Middle,5525,1699,2139,5.79,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,42001,39025042001,83600,66133,72.71,Moderate,3412,1164,1470,6.3,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
17140,39,25,42002,39025042002,83600,66133,95.99,Middle,2374,502,779,6.32,Non-Minority,"Cincinnati, OH-KY-IN",Clermont County
99999,39,27,964300,39027964300,66160,53554,89.72,Middle,3701,978,1460,6.81,Non-Minority,Non-MSA,Clinton County
99999,39,27,964400,39027964400,66160,53554,135.75,Upper,5184,1452,1980,4.59,Non-Minority,Non-MSA,Clinton County
99999,39,27,964501,39027964501,66160,53554,83.59,Middle,3358,772,1672,13.19,Non-Minority,Non-MSA,Clinton County
99999,39,27,964502,39027964502,66160,53554,116.19,Middle,2983,806,1329,11.73,Non-Minority,Non-MSA,Clinton County
99999,39,27,964600,39027964600,66160,53554,72.92,Moderate,2891,672,1238,16.46,Non-Minority,Non-MSA,Clinton County
99999,39,27,964700,39027964700,66160,53554,79.92,Moderate,5762,1199,1956,15.19,Non-Minority,Non-MSA,Clinton County
99999,39,27,964800,39027964800,66160,53554,108.58,Middle,4874,1614,2119,6.87,Non-Minority,Non-MSA,Clinton County
99999,39,27,964900,39027964900,66160,53554,84.84,Middle,5065,1356,1981,6.63,Non-Minority,Non-MSA,Clinton County
99999,39,27,965000,39027965000,66160,53554,99.82,Middle,3929,1137,1412,5.85,Non-Minority,Non-MSA,Clinton County
99999,39,27,965100,39027965100,66160,53554,115.46,Middle,4271,1117,1594,5.53,Non-Minority,Non-MSA,Clinton County
99999,39,29,950100,39029950100,66160,53554,106.22,Middle,5504,1428,2128,6.14,Non-Minority,Non-MSA,Columbiana County
99999,39,29,950200,39029950200,66160,53554,107.14,Middle,4588,1119,2038,5.82,Non-Minority,Non-MSA,Columbiana County
99999,39,29,950300,39029950300,66160,53554,108.97,Middle,5055,1358,2289,5.54,Non-Minority,Non-MSA,Columbiana County
99999,39,29,950400,39029950400,66160,53554,110.54,Middle,4205,1155,1479,3.71,Non-Minority,Non-MSA,Columbiana County
99999,39,29,950500,39029950500,66160,53554,105.99,Middle,5965,1348,2475,11.52,Non-Minority,Non-MSA,Columbiana County
99999,39,29,950600,39029950600,66160,53554,111.52,Middle,4860,1107,2071,12.02,Non-Minority,Non-MSA,Columbiana County
99999,39,29,950700,39029950700,66160,53554,88.86,Middle,5174,1418,2306,7.44,Non-Minority,Non-MSA,Columbiana County
99999,39,29,950800,39029950800,66160,53554,112.02,Middle,4429,1041,1619,5.55,Non-Minority,Non-MSA,Columbiana County
99999,39,29,950900,39029950900,66160,53554,110.67,Middle,3655,1161,1684,4.05,Non-Minority,Non-MSA,Columbiana County
99999,39,29,951000,39029951000,66160,53554,106.81,Middle,5618,1705,2274,4.08,Non-Minority,Non-MSA,Columbiana County
99999,39,29,951100,39029951100,66160,53554,105.23,Middle,4502,1057,1826,6.2,Non-Minority,Non-MSA,Columbiana County
99999,39,29,951200,39029951200,66160,53554,100.48,Middle,4154,1266,1792,5.75,Non-Minority,Non-MSA,Columbiana County
99999,39,29,951300,39029951300,66160,53554,92.21,Middle,3593,1098,1459,5.34,Non-Minority,Non-MSA,Columbiana County
99999,39,29,951401,39029951401,66160,53554,127.2,Upper,2119,723,893,4.72,Non-Minority,Non-MSA,Columbiana County
99999,39,29,951402,39029951402,66160,53554,79.39,Moderate,4997,729,1024,23.93,Non-Minority,Non-MSA,Columbiana County
99999,39,29,951500,39029951500,66160,53554,87.41,Middle,4627,1129,1975,6.87,Non-Minority,Non-MSA,Columbiana County
99999,39,29,951600,39029951600,66160,53554,114.88,Middle,5398,1417,2149,6.26,Non-Minority,Non-MSA,Columbiana County
99999,39,29,951700,39029951700,66160,53554,122.22,Upper,4776,1024,1887,6.22,Non-Minority,Non-MSA,Columbiana County
99999,39,29,951800,39029951800,66160,53554,60.83,Moderate,2842,852,1260,15.83,Non-Minority,Non-MSA,Columbiana County
99999,39,29,951900,39029951900,66160,53554,99.24,Middle,3334,869,1497,7.17,Non-Minority,Non-MSA,Columbiana County
99999,39,29,952000,39029952000,66160,53554,120.55,Upper,2702,872,1500,10.66,Non-Minority,Non-MSA,Columbiana County
99999,39,29,952100,39029952100,66160,53554,50.3,Moderate,1382,294,530,13.89,Non-Minority,Non-MSA,Columbiana County
99999,39,29,952200,39029952200,66160,53554,54.41,Moderate,1772,486,712,19.47,Non-Minority,Non-MSA,Columbiana County
99999,39,29,952300,39029952300,66160,53554,37.07,Low,2703,691,1067,12.21,Non-Minority,Non-MSA,Columbiana County
99999,39,29,952400,39029952400,66160,53554,96.2,Middle,3923,1121,1698,7.34,Non-Minority,Non-MSA,Columbiana County
